CSDUID,Unnamed: 0,Geography,Unnamed: 2,graph2_cwbwiz,graph2_education,graph2_housing,graph2_income,graph2_jobs,graph_cwb,graph_education,graph_housing,graph_income,graph_jobs,year,lat,lon,pop,log_std
1315022,475,Saint-Isidore ,VL,2,2,3,2,2,2,1,3,2,2,2006,47.55557730753499,-65.04245337408092,748.0,22.38265683626953
1315024,476,Inkerman ,P,4,4,4,3,3,4,4,4,4,3,2006,47.667536361237985,-64.90153056788591,4247.0,52.073203302638206
1315026,477,Caraquet ,P,4,3,3,4,4,4,3,3,4,4,2006,47.73114435993005,-64.8804911205285,1382.0,32.87840597925558
1315027,478,Bas-Caraquet ,VL,4,4,4,3,3,4,4,4,3,4,2006,47.78203797946477,-64.8288642873196,1380.0,32.853645245962454
1315028,479,Caraquet ,T,2,2,3,3,2,2,1,3,3,2,2006,47.765341265450544,-64.95102429567675,4169.0,51.756276903628006
1315029,480,Shippagan ,P,4,4,3,3,3,4,4,3,3,3,2006,47.855640906773836,-64.60100726582816,5032.0,54.972982370169575
1315030,481,Le Goulet ,VL,3,4,2,2,3,3,4,2,1,4,2006,47.70999798325423,-64.70221693391214,817.0,23.891254728420787
1315031,482,Shippagan ,T,2,1,3,4,2,2,1,4,4,2,2006,47.73308524702838,-64.7280087392675,2603.0,43.70325858056556
1315032,483,Lamèque ,TV,2,3,2,3,2,2,3,1,3,2,2006,47.8139778532368,-64.62547529070807,1432.0,33.48604929720456
1315033,484,Sainte-Marie - Saint-Raphaël ,VL,4,4,4,3,3,4,4,4,3,3,2006,47.795215854682745,-64.57816569577018,955.0,26.559666134967696
1315036,485,Bertrand ,VL,2,2,2,3,3,2,1,2,3,3,2006,47.747202945060266,-65.08418175976699,1137.0,29.54206757129908
1315037,486,Nigadoo ,VL,2,2,3,3,2,2,1,3,3,2,2006,47.73744243098159,-65.73204200230401,952.0,26.505872855088914
1315038,487,Grande-Anse ,VL,4,3,2,4,3,4,4,2,4,4,2006,47.802097997638164,-65.16553171296518,738.0,22.152541877374556
1315040,488,Maisonnette ,VL,4,4,1,4,4,4,4,1,4,4,2006,47.8238701449789,-65.02107435974393,573.0,17.825935702677544
1301006,489,Saint John ,CY,3,2,4,3,2,3,2,4,4,2,2011,45.27495240805608,-66.06062823612574,70063.0,100.0
1301016,490,Musquash ,P,2,3,4,2,2,2,3,4,2,2,2011,45.18348050938439,-66.35137745887786,1200.0,30.464095715539763
1302008,491,Lepreau ,P,2,3,2,2,3,2,3,1,2,3,2011,45.217290064029385,-66.52475314655457,752.0,22.47384256361725
1302011,492,Pennfield ,P,2,3,3,2,2,2,3,3,2,2,2011,45.192568268138054,-66.68584933214032,2218.0,40.966688999891886
1302012,493,Blacks Harbour ,VL,4,3,3,3,4,4,4,4,4,4,2011,45.05824992428435,-66.78652266827775,982.0,27.036337845511447
1302016,494,Saint George ,P,3,3,3,2,3,3,3,3,2,3,2011,45.29177560379431,-66.85030127784265,2472.0,42.82040468269334
1302018,495,St. George ,T,2,2,3,3,2,2,2,4,3,1,2011,45.13003907152624,-66.82997358001775,1543.0,34.76247271446576
1302026,496,Saint Andrews ,T,2,1,1,2,3,1,1,1,2,3,2011,45.08262351771261,-67.06119286945028,1889.0,38.22157824350678
1302028,497,Saint Croix ,P,1,2,3,2,1,1,1,3,1,1,2011,45.20558611668507,-67.11167293533096,616.0,19.06311644314319
1302034,498,Saint Stephen ,P,2,3,2,3,1,2,3,2,3,1,2011,45.20778182848487,-67.32361352371092,1986.0,39.07772431582356
1302037,499,St. Stephen ,T,3,2,4,4,3,4,1,4,4,3,2011,45.1860611508988,-67.29339642809134,4817.0,54.22640911697587
1302039,500,Saint James ,P,3,3,2,3,3,3,4,1,2,4,2011,45.38227309066372,-67.34252859179921,1241.0,31.03849518235257
1302042,501,Saint David ,P,2,2,3,2,2,1,2,3,1,1,2011,45.29190059223157,-67.19823161013599,1605.0,35.43602332430253
1302052,502,Grand Manan ,VL,3,3,3,3,2,3,3,2,3,2,2011,44.699869875349684,-66.81087397167346,2377.0,42.15039033788562
1303001,503,Blissville ,P,3,3,2,2,3,2,3,2,2,3,2011,45.609428248990305,-66.55865225702719,926.0,26.032435398800974
1303005,504,Tracy ,VL,3,3,3,3,3,3,4,2,3,3,2011,45.67531729502585,-66.68393912914466,611.0,18.9237735092585
1303006,505,Fredericton Junction ,VL,2,2,3,2,1,2,2,3,2,1,2011,45.659819909363726,-66.60546408814618,752.0,22.47384256361725
1303008,506,Lincoln ,P,1,2,2,2,1,1,1,1,1,1,2011,45.813290335938404,-66.59629280188567,6458.0,59.23879137554214
1303011,507,Burton ,P,2,3,3,1,2,2,3,3,1,1,2011,45.80109830531484,-66.40650652051646,5421.0,56.246093633951965
1303012,508,Oromocto ,T,1,2,2,2,1,1,1,2,2,1,2011,45.83777490908527,-66.48492952730106,8932.0,64.78379362409672
1303016,509,Maugerville ,P,2,2,4,1,2,2,2,4,1,2,2011,46.12987876424817,-66.28587931087682,1776.0,37.166950375619535
1304014,510,Johnston ,P,3,3,1,2,4,3,4,1,2,4,2011,45.88911189590196,-65.80054511381073,660.0,20.2427071161293
1304021,511,Canning ,P,3,2,4,2,4,4,2,4,1,4,2011,45.965186788517315,-66.09478243584725,952.0,26.505872855088914
1304022,512,Minto ,VL,4,3,3,4,4,4,4,4,4,4,2011,46.090865374281165,-66.06040906326801,2505.0,43.047135090174145
1304024,513,Chipman ,P,3,3,1,2,4,3,3,1,2,4,2011,46.21471199317679,-65.81565479603745,962.0,26.684529479141112
1304025,514,Chipman ,VL,4,4,1,3,4,4,4,1,3,4,2011,46.171642564002056,-65.88213550022353,1236.0,30.96947093296872
1305001,515,Hammond ,P,1,3,1,2,1,1,4,1,1,1,2011,45.56869207485287,-65.39443846587439,295.0,15.0
1305006,516,Hampton ,P,1,2,2,1,2,1,1,2,1,1,2011,45.467593233116894,-65.82632115716574,2734.0,44.542754210207384
1305007,517,Hampton ,T,1,1,2,1,2,1,1,2,1,1,2011,45.52515851223885,-65.84261417387087,4292.0,52.25340821500415
1305008,518,Rothesay ,P,1,2,4,1,1,1,2,4,1,1,2011,45.399493288822754,-65.87771985991813,347.0,15.0
1305014,519,Kingston ,P,1,2,2,1,2,1,1,2,1,2,2011,45.46625628278482,-66.02180445843751,2952.0,45.85440937682381
1305015,520,Grand Bay-Westfield ,TV,1,1,3,1,1,1,1,2,1,1,2011,45.33676285706931,-66.24894369009147,5117.0,55.25937572235535
1305016,521,Norton ,P,2,3,3,1,1,2,3,3,1,1,2011,45.577909986924546,-65.77634944576643,1296.0,31.77992044280374
1305018,522,Norton ,VL,3,3,4,3,3,4,4,4,3,3,2011,45.64910358789435,-65.71859971417062,1301.0,31.845755269434207
1305021,523,Sussex ,P,1,2,2,2,1,1,1,1,1,1,2011,45.65195287750054,-65.52772850600994,2529.0,43.21016167317113
1305022,524,Sussex ,T,3,2,3,3,2,3,2,3,3,2,2011,45.72236948009097,-65.5069242334923,4312.0,52.33289363641121
1305023,525,Sussex Corner ,VL,2,2,2,2,2,1,2,1,1,2,2011,45.71204790752149,-65.46820383210337,1495.0,34.22215809920866
1305024,526,Waterford ,P,2,3,3,1,3,2,4,3,1,3,2011,45.66326936325819,-65.2935868224815,458.0,15.0
1305026,527,Cardwell ,P,2,3,2,2,2,2,3,1,2,2,2011,45.78470890425861,-65.30362096926812,1414.0,33.269777193267984
1305028,528,Havelock ,P,3,3,2,4,3,3,3,2,4,3,2011,45.95223222653122,-65.38840703847931,1158.0,29.85496776439152
1305031,529,Studholm ,P,2,2,3,2,1,2,3,3,2,1,2011,45.81337936088698,-65.57475144331299,3612.0,49.304277477529915
1305034,530,Springfield ,P,1,1,3,1,1,1,1,3,1,1,2011,45.70060679254817,-65.80774745177511,1652.0,35.929500820510555
1305045,531,Rothesay ,TV,1,1,3,1,2,1,1,3,1,1,2011,45.38259894704392,-65.97008379886964,11947.0,69.75636523741376
1305057,532,Quispamsis ,TV,1,1,3,1,1,1,1,4,1,1,2011,45.43450012107615,-65.93518680704656,17886.0,76.65577018675535
1306001,533,Hopewell ,P,3,3,2,2,3,3,4,2,2,3,2011,45.8061672626288,-64.68148715066799,643.0,19.796551613008763
1306003,534,Riverside-Albert ,VL,2,3,2,2,1,2,4,2,2,1,2011,45.7488932218322,-64.73532620974038,353.0,15.0
1306011,535,Hillsborough ,P,2,3,3,2,2,2,3,3,2,1,2011,45.905153251685036,-64.76531059446609,1395.0,33.038482541876135
1306014,536,Coverdale ,P,1,2,2,1,2,1,2,1,1,1,2011,46.00020390276781,-64.88639422414371,4401.0,52.682190352589565
1306020,537,Riverview ,T,1,1,2,2,1,1,1,2,1,1,2011,46.053119029759415,-64.80869573673736,19128.0,77.80359538521382
1306025,538,Hillsborough ,VL,4,2,4,3,3,4,2,4,3,3,2011,45.92051797820974,-64.65065688567866,1350.0,32.47786565005447
1307005,539,Beaubassin East / Beaubassin-est ,RCR,2,2,1,1,2,1,2,1,1,3,2011,46.16670628731325,-64.33282489970864,6200.0,58.54172863149587
1307009,540,Sackville ,T,2,1,2,3,2,1,1,2,3,2,2011,45.916896971284096,-64.38943847924034,5558.0,56.67280816255279
1307011,541,Dorchester ,P,2,3,3,2,3,2,3,3,1,3,2011,45.951592165096734,-64.53207902769843,477.0,15.0
1307012,542,Dorchester ,VL,4,2,4,4,4,4,2,4,4,4,2011,45.904065961795226,-64.51157427183766,1167.0,29.987334490189156
1307013,543,Memramcook ,VL,1,2,2,2,2,1,2,1,1,2,2011,45.99196813393761,-64.59049267753655,4831.0,54.27602813333393
1307016,544,Shediac ,P,2,2,3,1,2,2,2,3,1,2,2011,46.20072439428546,-64.61321559075671,4917.0,54.57771145664023
1307019,545,Moncton ,P,1,2,2,1,1,1,2,2,1,1,2011,46.17465933870253,-64.89460868904399,9421.0,65.69509431833923
1307022,546,Moncton ,C,2,1,3,3,2,2,1,4,3,1,2011,46.11651953396123,-64.8126662480869,69074.0,99.7569374354429
1307024,547,Salisbury ,P,2,2,2,3,2,2,2,2,3,2,2011,46.077586064958254,-65.19969380721972,3417.0,48.355401120527056
1307028,548,Salisbury ,VL,2,2,2,3,2,2,2,2,3,1,2011,46.03772836085357,-65.04778308735972,2208.0,40.88943047100189
1307029,549,Petitcodiac ,VL,3,3,4,3,3,4,3,4,4,3,2011,45.93784504581882,-65.17520627905998,1429.0,33.45019339447764
1307045,550,Dieppe ,C,1,1,4,2,1,1,1,4,1,1,2011,46.08590243681398,-64.69039800318478,23310.0,81.18422793569238
1307052,551,Shediac ,TV,2,2,3,3,2,2,2,4,3,2,2011,46.17897133808482,-64.5197593443621,6053.0,58.13147461332537
1308001,552,Dundas ,P,2,2,3,1,2,1,2,3,1,2,2011,46.315718983996724,-64.69444469112713,6282.0,58.76637170216203
1308004,553,Wellington ,P,3,4,3,2,3,3,4,3,2,3,2011,46.476950322164946,-64.74793425383648,3327.0,47.89904084201155
1308005,554,Bouctouche ,TV,3,3,3,4,3,4,4,3,4,3,2011,46.47037546150883,-64.73707250190441,2423.0,42.47809830128189
1308007,555,Saint-Antoine ,VL,3,3,3,3,2,3,4,3,3,2,2011,46.364200331434596,-64.75337809451737,1770.0,37.10909149349666
1308008,556,Saint-Paul ,P,4,4,3,4,3,4,4,3,4,3,2011,46.331036508291874,-65.00862005743397,866.0,24.887099909279353
1308010,557,Harcourt ,P,2,4,1,3,2,2,4,1,3,2,2011,46.37657094245643,-65.44838413223067,390.0,15.0
1308016,558,Richibucto ,P,4,4,3,3,3,4,4,3,3,4,2011,46.618899724458174,-64.83851515639714,1986.0,39.07772431582356
1308017,559,Rexton ,VL,2,2,3,2,3,2,1,3,1,4,2011,46.6484227934905,-64.87930138384087,818.0,23.912168839102794
1308018,560,Richibucto ,TV,4,4,3,4,3,4,4,3,4,4,2011,46.680228360260806,-64.88042671282409,1286.0,31.64748536273339
1308019,561,Saint-Charles ,P,3,3,3,3,3,3,3,3,2,3,2011,46.669169819794625,-65.01836801780196,1982.0,39.04325397481142
1308021,562,Saint-Louis ,P,3,4,2,2,3,4,4,2,2,4,2011,46.7048424947124,-65.1045490806411,1741.0,36.82664632505937
1308022,563,Saint-Louis de Kent ,VL,4,4,4,4,3,4,4,4,4,3,2011,46.73881710842336,-64.97672127063089,930.0,26.10613069975647
1308024,564,Acadieville ,P,4,4,3,3,3,4,4,4,3,4,2011,46.71521844441913,-65.31561933888281,744.0,22.290982175071278
1308026,565,Carleton ,P,3,4,2,2,3,4,4,1,2,4,2011,46.87974533052076,-65.00741898628944,770.0,22.878264967828386
1309001,566,Hardwicke ,P,4,4,3,2,4,4,4,4,2,4,2011,47.02064453656423,-65.029693849354,2329.0,41.80160238123212
1309006,567,Chatham ,P,1,1,1,1,2,1,1,1,1,1,2011,47.04447364970811,-65.37793352517912,522.0,16.23215894061946
1309011,568,Derby ,P,2,2,1,2,3,2,2,1,2,4,2011,46.88965669673914,-65.68994412603821,998.0,27.312663591176072
1309016,569,Rogersville ,P,3,4,3,2,2,3,4,4,2,2,2011,46.763725355927285,-65.46198701781219,1213.0,30.648320194616137
1309017,570,Rogersville ,VL,4,4,3,4,4,4,4,3,4,4,2011,46.73477862866621,-65.42831765899554,1170.0,30.031229978615485
1309019,571,Blackville ,VL,3,2,2,3,4,3,2,2,3,4,2011,46.736842565079996,-65.83441866716007,990.0,27.175058958248965
1309022,572,Doaktown ,VL,4,3,3,4,4,4,3,3,4,4,2011,46.5608519950758,-66.11219578130896,793.0,23.3814842955438
1309026,573,Southesk ,P,3,2,4,2,3,3,2,4,2,3,2011,46.99016310198032,-66.43360685983163,1833.0,37.70705910110277
1309028,574,Northesk ,P,2,2,1,2,3,2,2,1,2,4,2011,47.25698939659342,-66.26143184462182,2352.0,41.96961805380688
1309036,575,Alnwick ,P,4,4,4,3,4,4,4,4,3,4,2011,47.26548836358309,-65.22916988281838,5922.0,57.75738969139995
1309038,576,Neguac ,VL,3,3,2,3,3,3,3,2,2,4,2011,47.26000574134721,-65.07724676333866,1678.0,36.196490850876685
1309050,577,Miramichi ,C,3,2,4,3,3,3,1,4,3,3,2011,47.01954492521999,-65.50730192624034,17811.0,76.58392671878303
1310001,578,New Maryland ,P,1,1,2,1,1,1,1,2,1,1,2011,45.68816961358787,-66.83524088415697,2466.0,42.77885597852637
1310002,579,New Maryland ,VL,1,1,3,1,1,1,1,3,1,1,2011,45.88709760145458,-66.67984732148848,4232.0,52.01271043371475
1310004,580,Manners Sutton ,P,2,2,1,2,2,1,1,1,2,2,2011,45.64174486058017,-67.06124190298833,1806.0,37.45334372780531
1310005,581,Harvey ,VL,1,1,2,2,2,1,1,1,1,2,2011,45.728600862949975,-67.00564988661381,363.0,15.0
1310013,582,Meductic ,VL,2,2,2,2,2,2,1,2,1,2,2011,45.987746412736975,-67.48265111401564,270.0,15.0
1310018,583,Kingsclear ,P,1,1,2,1,1,1,1,2,1,1,2011,45.879687232044056,-66.86940104765713,7391.0,61.54595643379726
1310021,584,Queensbury ,P,1,1,2,2,2,1,1,1,1,1,2011,45.99185441118528,-67.06316622900778,1272.0,31.460335748267287
1310024,585,Southampton ,P,2,2,2,2,3,2,2,2,2,3,2011,46.078690150056474,-67.31239950593304,1538.0,34.70698002261238
1310025,586,Millville ,VL,2,2,1,2,3,2,2,1,2,4,2011,46.132112958899725,-67.19631245851055,307.0,15.0
1310026,587,Bright ,P,1,2,2,2,2,1,1,2,1,2,2011,46.12073041396755,-67.05496167146406,3068.0,46.51338957178232
1310028,588,Douglas ,P,1,2,3,1,1,1,1,2,1,1,2011,46.28189375924272,-66.94202624856516,6081.0,58.210380956416316
1310031,589,Saint Marys ,P,1,1,2,2,1,1,1,2,1,1,2011,46.17488454517024,-66.48990716708865,4733.0,53.925632396500056
1310032,590,Fredericton ,CY,2,1,4,3,2,1,1,4,3,2,2011,45.95517675693153,-66.64362779662362,56224.0,96.23772355933419
1310036,591,Stanley ,P,3,2,2,3,3,3,2,1,3,3,2011,46.54259823746678,-66.7355869705698,903.0,25.602409978080683
1310037,592,Stanley ,VL,2,1,1,3,3,1,1,1,3,3,2011,46.28411584199855,-66.73180879735223,419.0,15.0
1310054,593,Nackawic ,T,2,1,2,3,2,1,1,2,3,2,2011,45.99799184777594,-67.2384582978297,1049.0,28.16478077383668
1311001,594,Richmond ,P,2,3,2,2,2,2,3,2,2,2,2011,46.07788017912999,-67.72481404154807,1358.0,32.57888386623712
1311004,595,Woodstock ,P,2,2,4,2,1,2,2,4,2,1,2011,46.06090369728699,-67.59846499525588,2165.0,40.55318218368917
1311006,596,Woodstock ,TV,3,2,3,4,3,3,1,4,4,3,2011,46.15079974395073,-67.59298298254691,5254.0,55.71110922541121
1311012,597,Hartland ,T,2,2,4,3,1,2,2,4,2,1,2011,46.29856379799385,-67.50287472845609,947.0,26.415839559355447
1311014,598,Wakefield ,P,2,2,2,3,2,2,2,2,3,1,2011,46.240764920446246,-67.62481730566658,2814.0,45.03586072740075
1311018,599,Wilmot ,P,3,2,3,3,2,3,2,3,4,2,2011,46.34616401184349,-67.70998428915594,1085.0,28.741688551455567
1311019,600,Centreville ,VL,3,1,3,4,3,3,1,3,4,3,2011,46.43032133474199,-67.70937407293718,542.0,16.874989670737833
1311021,601,Simonds ,P,2,2,3,2,2,2,2,3,2,1,2011,46.3620965204163,-67.60428420856017,565.0,17.585548145510558
1311024,602,Peel ,P,3,2,2,3,4,3,1,2,3,4,2011,46.4057498767894,-67.52779187388703,1223.0,30.788692767616222
1311027,603,Florenceville-Bristol ,TV,3,3,4,3,3,4,3,4,4,3,2011,46.45088910905823,-67.59672042424187,1639.0,35.79442586479594
1311028,604,Kent ,P,3,3,2,3,2,3,3,2,4,3,2011,46.62214140816917,-67.29552606463696,2242.0,41.15069741297033
1311031,605,Wicklow ,P,2,3,2,3,2,2,3,1,3,2,2011,46.501654079127086,-67.70669539033584,1738.0,36.79715976986232
1312004,606,Perth ,P,3,3,2,2,3,3,3,1,2,3,2011,46.709700026817536,-67.60350962320977,1096.0,28.91415229428705
1312006,607,Perth-Andover ,VL,3,2,3,4,2,3,1,4,4,2,2011,46.73951281075651,-67.7100668813614,1778.0,37.18619324017264
1312008,608,Gordon ,P,3,3,3,2,2,3,3,4,2,2,2011,46.8360439717397,-67.19148186106719,1567.0,35.026358853517834
1312009,609,Plaster Rock ,VL,4,3,3,4,3,4,3,4,4,4,2011,46.90410343251488,-67.39509548427864,1135.0,29.51196671255465
1312011,610,Lorne ,P,2,4,1,2,2,2,4,1,2,2,2011,47.12316194036966,-67.14273274528375,518.0,16.10064072786937
1312019,611,Grand Falls / Grand-Sault ,TV,3,3,3,3,2,3,3,3,4,2,2011,47.04646856287302,-67.75577917658445,5706.0,57.12212342637475
1312023,612,Drummond ,VL,4,3,3,4,3,4,3,3,4,4,2011,47.03689456784922,-67.68009122177594,775.0,22.98892738232201
1313014,613,Rivière-Verte ,VL,4,3,3,4,4,4,3,3,4,4,2011,47.3243398748284,-68.14426820325416,744.0,22.290982175071278
1313015,614,Rivière-Verte ,P,4,4,3,3,3,4,4,4,4,3,2011,47.50668537702394,-68.00397088201817,686.0,20.903308406056716
1313018,615,Saint-Basile ,P,2,2,1,2,1,1,2,1,2,1,2011,47.42337705132029,-68.18475805513913,717.0,21.658977775150493
1313022,616,Saint-Joseph ,P,2,2,2,2,2,1,1,1,2,1,2011,47.557813385727485,-68.30801650896515,2171.0,40.60049941873516
1313024,617,Saint-Jacques ,P,3,3,3,2,2,2,3,3,2,2,2011,47.563304320500414,-68.36916834774995,1599.0,35.37198848034539
1313027,618,Edmundston ,C,3,2,3,3,2,3,2,3,4,2,2011,47.37794247723135,-68.32180166072511,16032.0,74.7847878146628
1313032,619,Saint-Hilaire ,P,1,1,2,1,1,1,1,1,1,1,2011,47.326451079464334,-68.43703863271273,290.0,15.0
1313034,620,Baker Brook ,P,2,3,1,2,3,2,3,1,2,3,2011,47.36132025823702,-68.55814126008033,645.0,19.849648808947123
1313035,621,Baker-Brook ,VL,3,4,2,4,1,3,4,1,4,1,2011,47.30916775580476,-68.50081875849601,585.0,18.180296228890864
1313037,622,Lac Baker ,VL,1,2,1,2,2,1,2,1,1,2,2011,47.345531284385586,-68.64651667406409,719.0,21.70660255065356
1313038,623,Clair ,P,1,1,1,1,1,1,1,1,1,1,2011,47.2901610856007,-68.64373975403095,297.0,15.0
1313039,624,Clair ,VL,3,2,2,4,4,4,2,2,4,4,2011,47.26474128759782,-68.62078963611063,857.0,24.708484761692443
1313042,625,Saint-François de Madawaska ,VL,3,4,1,4,2,3,4,1,4,2,2011,47.25163411534367,-68.71397977372945,533.0,16.588702888501096
1314004,626,Charlo ,VL,3,1,3,4,4,3,1,3,4,4,2011,47.986202159099676,-66.3155845930544,1324.0,32.145372473703894
1314005,627,Balmoral ,P,4,3,4,4,3,4,3,4,4,3,2011,47.714403806539416,-66.51377921973031,602.0,18.670058135961014
1314006,628,Balmoral ,VL,3,3,3,2,2,3,3,3,2,2,2011,47.96341889435569,-66.4792918289391,1719.0,36.609221294521824
1314008,629,Dalhousie ,P,3,2,2,3,3,3,3,2,3,4,2011,48.033671617788606,-66.50332057483936,2247.0,41.18878449343609
1314011,630,Eel River Crossing ,VL,4,3,4,4,3,4,3,4,4,3,2011,47.995820593644844,-66.48487501392081,1209.0,30.591846870437152
1314012,631,Addington ,P,4,4,3,3,4,4,4,4,3,4,2011,47.680634946306164,-66.7729353172529,2615.0,43.78189704814042
1314013,632,Atholville ,VL,3,3,2,3,3,3,3,2,3,3,2011,47.93462685517359,-66.71226338742034,1237.0,30.983298093730955
1314014,633,Campbellton ,CY,4,3,3,4,3,4,3,4,4,4,2011,47.99897614305064,-66.65227958848587,7385.0,61.53207125435194
1314015,634,Tide Head ,VL,2,1,2,2,2,1,1,2,1,2,2011,47.980469605014775,-66.77671922578665,1036.0,27.951574477593994
1314017,635,Dalhousie ,T,4,3,3,4,4,4,3,3,4,4,2011,48.05116458376206,-66.39176543210718,3512.0,48.8242548377984
1314025,636,Belledune ,VL,4,4,2,4,4,4,4,2,4,4,2011,47.872698157048134,-65.95702756158906,1548.0,34.81778587610622
1315001,637,Saumarez ,P,3,4,2,3,3,4,4,2,3,4,2011,,,6920.0,60.42014692939184
1315003,638,Tracadie-Sheila ,TV,3,2,4,3,2,4,2,4,4,3,2011,,,4933.0,54.63325597932231
1315006,639,Allardville ,P,3,4,2,3,4,4,4,1,3,4,2011,47.431864477268746,-65.43847770296684,2081.0,39.87661166629826
1315008,640,Bathurst ,P,2,3,2,2,2,2,3,1,2,2,2011,47.4785358177894,-65.79746248314406,4979.0,54.79194861055889
1315011,641,Bathurst ,CY,3,2,3,4,3,3,2,3,4,3,2011,47.62348971235389,-65.632278373139,12275.0,70.21943614405569
1315012,642,Beresford ,P,2,3,1,3,2,2,4,1,3,2,2011,47.71796702043257,-65.87968079139671,6354.0,58.961214646757675
1315013,643,Pointe-Verte ,VL,4,4,2,3,4,4,4,2,3,4,2011,47.8512669851626,-65.77496885254301,976.0,26.931553349902547
1315014,644,Petit-Rocher ,VL,3,2,3,3,3,3,2,3,3,3,2011,47.7851034341477,-65.7238504674568,1908.0,38.392687590386934
1315015,645,Beresford ,TV,2,2,3,3,2,2,2,3,3,2,2011,47.69935876411213,-65.7050472936604,4351.0,52.48683535530766
1315016,646,New Bandon ,P,2,2,1,3,3,2,2,1,3,3,2011,47.69118430825103,-65.2898458358652,1195.0,30.392708207440638
1315017,647,Saint-Léolin ,VL,4,4,1,4,4,4,4,1,4,4,2011,47.759349485521206,-65.16886123852376,488.0,15.080619600177942
1315020,648,Paquetville ,VL,3,3,3,3,2,3,4,2,3,2,2011,47.66889098012657,-65.10694890879823,706.0,21.394643463069094
1315024,649,Inkerman ,P,4,4,4,4,4,4,4,4,4,4,2011,47.667536361237985,-64.90153056788591,4247.0,52.073203302638206
1315028,650,Caraquet ,T,2,1,3,3,3,2,1,3,3,3,2011,47.765341265450544,-64.95102429567675,4169.0,51.756276903628006
1315031,651,Shippagan ,T,3,2,4,4,3,3,2,4,4,3,2011,47.73308524702838,-64.7280087392675,2603.0,43.70325858056556
1315032,652,Lamèque ,TV,3,3,2,3,2,3,3,2,3,2,2011,47.8139778532368,-64.62547529070807,1432.0,33.48604929720456
1315033,653,Sainte-Marie-Saint-Raphaël ,VL,3,4,1,3,4,4,4,1,4,4,2011,47.795215854682745,-64.57816569577018,955.0,26.559666134967696
1315036,654,Bertrand ,VL,3,3,3,3,3,3,3,4,3,3,2011,47.747202945060266,-65.08418175976699,1137.0,29.54206757129908
1315037,655,Nigadoo ,VL,3,3,4,3,3,3,3,4,3,3,2011,47.73744243098159,-65.73204200230401,952.0,26.505872855088914
1315038,656,Grande-Anse ,VL,4,4,2,3,4,4,4,2,4,4,2011,47.802097997638164,-65.16553171296518,738.0,22.152541877374556
1315040,657,Maisonnette ,VL,4,4,1,4,4,4,4,1,4,4,2011,47.8238701449789,-65.02107435974393,573.0,17.825935702677544
1311026,658,Aberdeen ,P,4,3,3,4,3,4,4,3,4,4,2016,46.50715534226651,-67.2809310934312,981.0,27.01891829907272
1308024,659,Acadieville ,P,3,4,1,3,3,4,4,1,3,4,2016,46.71521844441913,-65.31561933888281,744.0,22.290982175071278
1314012,660,Addington ,P,3,4,2,3,4,4,4,1,3,4,2016,47.680634946306164,-66.7729353172529,2615.0,43.78189704814042
1315006,661,Allardville ,P,4,4,2,3,4,4,4,1,3,4,2016,47.431864477268746,-65.43847770296684,2081.0,39.87661166629826
1309036,662,Alnwick ,P,4,4,3,3,4,4,4,4,3,4,2016,47.26548836358309,-65.22916988281838,5922.0,57.75738969139995
1312001,663,Andover ,P,4,3,4,3,2,4,4,4,4,2,2016,46.701567322319484,-67.75292953771459,942.0,26.3253296425783
1312002,664,Aroostook ,VL,3,2,3,4,3,3,2,3,4,3,2016,46.80528142490548,-67.72569286002994,351.0,15.0
1314013,665,Atholville ,VL,3,4,3,3,3,4,4,4,3,3,2016,47.93462685517359,-66.71226338742034,1237.0,30.983298093730955
1313034,666,Baker Brook ,P,3,4,1,3,2,3,4,1,3,1,2016,47.36132025823702,-68.55814126008033,645.0,19.849648808947123
1313035,667,Baker-Brook ,VL,2,2,2,3,2,2,2,2,4,1,2016,47.30916775580476,-68.50081875849601,585.0,18.180296228890864
1314006,668,Balmoral ,VL,2,2,1,2,2,2,2,1,2,2,2016,47.96341889435569,-66.4792918289391,1719.0,36.609221294521824
1314005,669,Balmoral ,P,3,3,2,3,2,3,3,2,3,2,2016,47.714403806539416,-66.51377921973031,602.0,18.670058135961014
1315027,670,Bas-Caraquet ,VL,3,4,3,3,3,4,4,3,3,3,2016,47.78203797946477,-64.8288642873196,1380.0,32.853645245962454
1311030,671,Bath ,VL,4,2,4,4,2,4,2,4,4,3,2016,46.50923974233144,-67.58709810431753,532.0,16.556595304697737
1315008,672,Bathurst ,P,2,3,3,2,3,2,3,3,1,3,2016,47.4785358177894,-65.79746248314406,4979.0,54.79194861055889
1315011,673,Bathurst ,C,3,2,3,4,3,4,2,4,4,4,2016,47.62348971235389,-65.632278373139,12275.0,70.21943614405569
1307005,674,Beaubassin East / Beaubassin-est ,RCR,2,2,3,1,2,2,2,3,1,2,2016,46.16670628731325,-64.33282489970864,6200.0,58.54172863149587
1314025,675,Belledune ,VL,4,3,2,4,4,4,3,1,4,4,2016,47.872698157048134,-65.95702756158906,1548.0,34.81778587610622
1315012,676,Beresford ,P,3,3,3,2,2,3,3,3,2,2,2016,47.71796702043257,-65.87968079139671,6354.0,58.961214646757675
1315015,677,Beresford ,TV,2,2,3,3,2,2,2,3,3,2,2016,47.69935876411213,-65.7050472936604,4351.0,52.48683535530766
