CSDUID,Unnamed: 0,Geography,Unnamed: 2,graph2_cwbwiz,graph2_education,graph2_housing,graph2_income,graph2_jobs,graph_cwb,graph_education,graph_housing,graph_income,graph_jobs,year,lat,lon,pop,log_std
1303005,882,Tracy ,VL,3,3,3,2,2,3,4,4,2,2,2016,45.67531729502585,-66.68393912914466,611.0,18.9237735092585
1305004,883,Upham ,P,2,3,2,2,2,2,3,2,2,2,2016,45.508315879849796,-65.66151337321027,1306.0,31.911337564463665
1309027,884,Upper Miramichi ,RCR,4,3,3,4,4,4,3,3,4,4,2016,46.53230549763211,-66.4528269213625,2373.0,42.1215949064884
1311014,885,Wakefield ,P,2,2,2,2,1,1,2,2,2,1,2016,46.240764920446246,-67.62481730566658,2814.0,45.03586072740075
1304018,886,Waterborough ,P,3,2,2,3,4,3,3,1,3,4,2016,46.06139988544891,-65.81998789083559,851.0,24.588362838883143
1305024,887,Waterford ,P,2,2,1,1,3,1,2,1,1,3,2016,45.66326936325819,-65.2935868224815,458.0,15.0
1308014,888,Weldford ,P,3,3,3,3,3,4,3,3,3,4,2016,46.522224745479555,-65.11157862466742,1318.0,32.06771624625359
1308004,889,Wellington ,P,3,3,3,2,3,3,4,3,1,3,2016,46.476950322164946,-64.74793425383648,3327.0,47.89904084201155
1302006,890,West Isles ,P,2,2,4,3,1,2,2,4,3,1,2016,44.986058873819,-66.96984153526738,731.0,21.98959852908734
1305011,891,Westfield ,P,1,2,1,1,1,1,1,1,1,1,2016,45.343088620881545,-66.28668722767516,2108.0,40.097014169621325
1307001,892,Westmorland ,P,2,2,2,2,2,2,2,2,2,2,2016,45.97588135254714,-64.18558559382049,964.0,26.72003786854107
1304008,893,Wickham ,P,3,3,2,2,4,4,4,1,2,4,2016,45.70300669054761,-65.99060849131118,426.0,15.0
1311031,894,Wicklow ,P,2,3,2,3,1,2,3,2,3,1,2016,46.501654079127086,-67.70669539033584,1738.0,36.79715976986232
1311018,895,Wilmot ,P,3,3,3,3,2,3,4,3,3,1,2016,46.34616401184349,-67.70998428915594,1085.0,28.741688551455567
1311004,896,Woodstock ,P,1,1,2,2,1,1,1,2,1,1,2016,46.06090369728699,-67.59846499525588,2165.0,40.55318218368917
1311006,897,Woodstock ,TV,3,1,4,4,2,3,1,4,4,2,2016,46.15079974395073,-67.59298298254691,5254.0,55.71110922541121
